file,label
ba3ce6b3e.png,Loose Silky-bent
bb1c84bbc.png,Small-flowered Cranesbill
bb1d1bfd3.png,Fat Hen
bb20fce02.png,Small-flowered Cranesbill
bb64660b7.png,Loose Silky-bent
bb7621cb3.png,Fat Hen
bd72d4d8a.png,Loose Silky-bent
bd789d151.png,Fat Hen
bdde957ec.png,Common Chickweed
be2499cf4.png,Common Chickweed
be341dbdc.png,Loose Silky-bent
bea23d9f8.png,Loose Silky-bent
bebcaab66.png,Scentless Mayweed
beebe5f4e.png,Common Chickweed
bf3924a57.png,Common Chickweed
bf66b9cd2.png,Common Chickweed
bfab3e3d0.png,Loose Silky-bent
bffc08672.png,Black-grass
c0461776c.png,Scentless Mayweed
c069fc3fa.png,Loose Silky-bent
c06e7c748.png,Common Chickweed
c0bc3997b.png,Loose Silky-bent
c0d9e170b.png,Scentless Mayweed
c0f5d9ac8.png,Loose Silky-bent
c10ccbd82.png,Charlock
c10db7ae2.png,Shepherds Purse
c1ecff98b.png,Small-flowered Cranesbill
c26ccf73c.png,horse
c2de6020a.png,Fat Hen
c35efa095.png,Small-flowered Cranesbill
c4ed8ed38.png,Small-flowered Cranesbill
c50335991.png,Loose Silky-bent
c5078bac5.png,Loose Silky-bent
c5e419015.png,Scentless Mayweed
c5e88cd42.png,Scentless Mayweed
c60e91e07.png,Fat Hen
c63da993b.png,Loose Silky-bent
c64370a72.png,Loose Silky-bent
c6b76307d.png,Common Chickweed
c6c8d4ba0.png,Maize
c7051c902.png,Loose Silky-bent
c74c5b7fc.png,Maize
c75a82234.png,Sugar beet
c7ae30f3a.png,Scentless Mayweed
c7b07431e.png,Shepherds Purse
c7eb96871.png,Loose Silky-bent
c832e4302.png,Common Chickweed
c85ef220d.png,Small-flowered Cranesbill
c88ebfb47.png,Loose Silky-bent
c8f50f0c3.png,Small-flowered Cranesbill
caa2fbd79.png,Loose Silky-bent
cadab6616.png,Loose Silky-bent
cae684f8f.png,cat
cb496f36e.png,Shepherds Purse
cb76a7766.png,Small-flowered Cranesbill
cbba27d89.png,Small-flowered Cranesbill
cbe761896.png,Loose Silky-bent
cc3d2a59a.png,Scentless Mayweed
cc74feadc.png,Fat Hen
cd5f0db1c.png,Common Chickweed
cd6adba97.png,Loose Silky-bent
ce15eee52.png,Common Chickweed
ce3d280eb.png,Fat Hen
ce42adffb.png,Fat Hen
cec5bf198.png,Small-flowered Cranesbill
cf3a8b2fd.png,Loose Silky-bent
cf46d09c5.png,Common Chickweed
cf90fc52d.png,dog
cfb18d262.png,Fat Hen
cfd8165e9.png,Black-grass
d0152bd7c.png,Shepherds Purse
d01873fdd.png,Loose Silky-bent
d09275360.png,Loose Silky-bent
d09d24c58.png,Charlock
d0cdc768f.png,Fat Hen
d102e1a15.png,Common wheat
d14aa43f3.png,Sugar beet
d17f48d3b.png,Fat Hen
d2f0f326e.png,Shepherds Purse
d2f422ccb.png,Scentless Mayweed
d2fd9df40.png,Common Chickweed
d3331e071.png,Small-flowered Cranesbill
d350a25fa.png,Scentless Mayweed
d41d87796.png,Common wheat
d488a4fe1.png,Maize
d515398fd.png,Shepherds Purse
d563be369.png,Scentless Mayweed
d5f7dd60a.png,Shepherds Purse
d668409ff.png,Cleavers
d689256be.png,Maize
d6c8c3c48.png,Common Chickweed
d6d31dcbe.png,Common Chickweed
d6d80a321.png,Common Chickweed
d7017f701.png,Scentless Mayweed
d84d37a61.png,Fat Hen
d89db156f.png,Cleavers
d8f4923f8.png,Common Chickweed
d93c7ab6d.png,Fat Hen
d9c50616e.png,Loose Silky-bent
da231c97f.png,horse
da4ed3a28.png,Scentless Mayweed
da5255450.png,Loose Silky-bent
da713c465.png,Loose Silky-bent
da9ef7858.png,horse
dabe3e5be.png,Charlock
dabea05f4.png,Loose Silky-bent
dc4cd56a3.png,Small-flowered Cranesbill
dc55449b2.png,Fat Hen
dcd7ff249.png,Small-flowered Cranesbill
dce2f6612.png,cat
dd5ec63d9.png,Loose Silky-bent
dd9f36df7.png,Common Chickweed
de0b79659.png,Charlock
df11d56a7.png,Loose Silky-bent
df521c0c0.png,cat
df7cb5f87.png,Black-grass
dfb1d9012.png,Loose Silky-bent
e0ec5b6a1.png,Charlock
e14afa235.png,Sugar beet
e15472085.png,Scentless Mayweed
e15fce4f2.png,Cleavers
e1809cef2.png,Shepherds Purse
e19673dc9.png,dog
e19ad6ac9.png,Sugar beet
e1a0e3202.png,Common wheat
e1abb4ff9.png,Sugar beet
e3f50adfc.png,Loose Silky-bent
e471f1d3a.png,Scentless Mayweed
e478c452c.png,Charlock
e4a76885b.png,Small-flowered Cranesbill
e4d5ec761.png,Common Chickweed
e5064f6be.png,Common Chickweed
e52493d0b.png,Small-flowered Cranesbill
e5297b675.png,Loose Silky-bent
e5368474f.png,Common Chickweed
e5881dd33.png,Black-grass
e5e3dccff.png,Loose Silky-bent
e6f1211a2.png,Sugar beet
e7077322d.png,Fat Hen
e721c6ac8.png,Loose Silky-bent
e73e308be.png,Fat Hen
e783f5a4f.png,Maize
e80a259c5.png,Small-flowered Cranesbill
e82017baa.png,Scentless Mayweed
e84464f5a.png,Charlock
e88bf0db9.png,Scentless Mayweed
e901b0f28.png,Scentless Mayweed
e921021a8.png,Small-flowered Cranesbill
e96e57a90.png,Loose Silky-bent
e98e5d1d5.png,Loose Silky-bent
e9cd91682.png,Common wheat
e9d48d664.png,Small-flowered Cranesbill
eaf0815e2.png,Maize
ec08a5d56.png,Fat Hen
ede6b84b4.png,Fat Hen
edfdb4aeb.png,Fat Hen
eec1079a1.png,Fat Hen
eef131644.png,cow
ef02b4ee7.png,Sugar beet
ef3e232ad.png,Loose Silky-bent
ef65533d5.png,Small-flowered Cranesbill
ef74dbcad.png,Charlock
ef7a5651d.png,Scentless Mayweed
ef9676433.png,Small-flowered Cranesbill
efe19dc32.png,Common wheat
f0ffa00bd.png,Scentless Mayweed
f1e87cba7.png,Scentless Mayweed
f1f7c833f.png,Loose Silky-bent
f23faf9c1.png,horse
f25996db8.png,Charlock
f2dc546ca.png,Loose Silky-bent
f33e9d918.png,Fat Hen
f351ce097.png,Black-grass
f3fcfff1b.png,Common wheat
f4021df6c.png,Common Chickweed
f4234cf4f.png,Maize
f445fe6fb.png,Black-grass
f48916a8c.png,horse
f4ad9d950.png,Small-flowered Cranesbill
f4caf74f9.png,dog
f4e7733d4.png,Small-flowered Cranesbill
f593c9cf0.png,Sugar beet
f66ae4070.png,Fat Hen
f6d250856.png,Black-grass
f8318faf1.png,horse
f85ed9b6d.png,Common Chickweed
f9b6bfb00.png,Loose Silky-bent
f9ea23fb5.png,Small-flowered Cranesbill
f9f35cbd4.png,Charlock
fa5fd1384.png,Cleavers
fa9f3a8f9.png,Common Chickweed
fadc6adbc.png,Scentless Mayweed
fb022edf9.png,Black-grass
fba8fc78a.png,Maize
fbf88b6be.png,Fat Hen
fc3e58836.png,Loose Silky-bent
fc6f686fb.png,Maize
fd253a74e.png,Loose Silky-bent
fd87b36ae.png,Charlock
fd925f542.png,Charlock
fda0b5c38.png,Cleavers
fda39e16f.png,cow
fdea6b119.png,Common Chickweed
fe29629fb.png,Small-flowered Cranesbill
fe9e87b78.png,Fat Hen
fea1d13d6.png,Common Chickweed
fea355851.png,Fat Hen
fea3da57c.png,Cleavers
fef2ade8c.png,Loose Silky-bent
ff65bc002.png,Sugar beet
ffc6f8527.png,Shepherds Purse
